                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.0596,                0.96773,                 1.3277,                0.49879,                0.69489,                0.62387,                0.41762,                 1.1921,                 1.1434,                 1.5032,               0.001447,               0.001447,               0.001447
                     22,                   1.04,                0.91602,                 1.2939,                0.54018,                0.60525,                0.54437,                0.32468,                 1.4077,                 1.3667,                 1.7114,               0.001436,               0.001436,               0.001436
                     23,                 1.0371,                0.93192,                 1.2944,                0.58202,                0.66915,                0.68384,                0.45082,                 1.2493,                  1.172,                 1.5358,               0.001425,               0.001425,               0.001425
                     24,                 1.0042,                0.90559,                 1.2779,                0.58871,                0.69221,                0.68198,                0.43042,                  1.261,                 1.0559,                 1.5766,              0.0014139,              0.0014139,              0.0014139
                     25,                 1.0206,                0.90039,                 1.2826,                0.54062,                0.60933,                0.57079,                0.34082,                 1.3916,                 1.3533,                 1.6623,              0.0014029,              0.0014029,              0.0014029
                     26,                 1.0189,                0.91506,                 1.2802,                0.63574,                0.64903,                0.63979,                0.40985,                 1.2285,                    1.1,                 1.5098,              0.0013919,              0.0013919,              0.0013919
                     27,                 1.0425,                0.88475,                 1.2911,                0.54866,                 0.7878,                0.64993,                0.37788,                 1.3513,                  1.139,                 1.6325,              0.0013809,              0.0013809,              0.0013809
                     28,                0.99714,                 0.8647,                 1.2671,                0.56554,                0.64143,                0.64184,                0.42705,                 1.2835,                 1.1479,                 1.5969,              0.0013699,              0.0013699,              0.0013699
                     29,                0.98018,                0.84025,                 1.2685,                0.57931,                0.65456,                0.66037,                0.43303,                 1.2104,                 1.4166,                 1.4996,              0.0013589,              0.0013589,              0.0013589
                     30,                0.95932,                0.82993,                 1.2413,                0.57554,                0.65262,                 0.6438,                0.41333,                 1.2247,                 1.0641,                 1.5016,              0.0013479,              0.0013479,              0.0013479
                     31,                0.98111,                0.82582,                 1.2616,                0.59649,                0.67392,                0.66395,                0.42696,                 1.1815,                 1.0452,                 1.4716,              0.0013369,              0.0013369,              0.0013369
                     32,                 1.0005,                0.85016,                 1.2681,                0.61628,                0.69043,                0.68332,                0.45873,                 1.1374,                 1.1088,                 1.4604,              0.0013259,              0.0013259,              0.0013259
                     33,                0.95405,                0.81998,                 1.2416,                0.66411,                0.62571,                0.68787,                0.45318,                 1.1876,                  1.022,                 1.4652,              0.0013149,              0.0013149,              0.0013149
                     34,                0.96598,                0.80612,                 1.2353,                0.64692,                0.65058,                0.69603,                0.44316,                 1.2058,                 1.0043,                 1.4466,              0.0013039,              0.0013039,              0.0013039
                     35,                0.94462,                0.78831,                 1.2275,                0.67871,                0.75096,                0.74274,                0.49636,                 1.1458,                 0.9715,                 1.4875,              0.0012929,              0.0012929,              0.0012929
                     36,                0.95496,                 0.8099,                 1.2495,                0.70422,                0.73204,                 0.7612,                0.51349,                 1.1188,                0.90832,                 1.4189,              0.0012819,              0.0012819,              0.0012819
                     37,                0.94405,                0.77617,                 1.2307,                0.73209,                 0.6724,                0.74127,                0.52014,                 1.0859,                0.96394,                 1.4013,              0.0012709,              0.0012709,              0.0012709
                     38,                0.92697,                0.76999,                 1.2231,                0.58421,                0.77426,                0.70186,                0.47089,                  1.136,                 1.0234,                 1.4647,              0.0012599,              0.0012599,              0.0012599
                     39,                0.92681,                0.76399,                 1.2266,                0.67434,                0.74426,                0.75918,                0.50937,                 1.1645,                0.98377,                 1.4756,              0.0012489,              0.0012489,              0.0012489
                     40,                0.94474,                0.79256,                 1.2371,                0.66792,                0.73125,                 0.7453,                0.47393,                  1.214,                0.93313,                 1.5337,              0.0012379,              0.0012379,              0.0012379
                     41,                0.91872,                0.73175,                 1.2143,                0.70557,                0.73199,                 0.7299,                0.48705,                 1.1855,                0.97656,                 1.5117,              0.0012269,              0.0012269,              0.0012269
                     42,                0.90113,                0.75299,                 1.2151,                 0.7299,                0.65879,                0.75701,                0.50413,                 1.1001,                0.93011,                 1.3934,              0.0012159,              0.0012159,              0.0012159
                     43,                  0.894,                0.71934,                 1.2216,                0.59502,                0.78692,                0.74838,                0.51288,                 1.0845,                0.87862,                 1.3954,              0.0012049,              0.0012049,              0.0012049
                     44,                0.89464,                0.72741,                 1.2025,                0.53628,                0.78322,                0.65401,                0.44293,                 1.0954,                 1.1784,                 1.3867,              0.0011939,              0.0011939,              0.0011939
                     45,                0.91062,                0.73975,                 1.2117,                0.53735,                0.71362,                0.64213,                0.41786,                 1.1784,                 1.1595,                 1.4768,              0.0011829,              0.0011829,              0.0011829
                     46,                0.94752,                0.74625,                 1.2231,                0.63768,                0.66199,                0.70495,                0.45606,                 1.2474,                 1.0336,                 1.5485,              0.0011719,              0.0011719,              0.0011719
                     47,                0.86526,                0.69024,                 1.1912,                0.68573,                0.75252,                0.75356,                0.49511,                  1.134,                0.89012,                 1.4202,              0.0011609,              0.0011609,              0.0011609
                     48,                 0.8837,                0.69048,                 1.1849,                0.66534,                0.72323,                 0.7295,                0.46462,                 1.2238,                 1.1642,                 1.5118,              0.0011499,              0.0011499,              0.0011499
                     49,                0.88468,                0.70729,                 1.1917,                0.68884,                0.69043,                0.75224,                0.51573,                 1.0995,                 1.0193,                 1.4303,              0.0011389,              0.0011389,              0.0011389
                     50,                 0.8732,                0.70678,                 1.1948,                0.77685,                0.73484,                0.81131,                0.53833,                 1.1395,                0.87254,                 1.4561,              0.0011279,              0.0011279,              0.0011279
                     51,                0.85791,                0.68145,                 1.2011,                0.63773,                0.69948,                0.69358,                0.44252,                 1.2139,                   1.16,                 1.5269,              0.0011169,              0.0011169,              0.0011169
                     52,                0.86407,                0.68503,                 1.1904,                0.68687,                0.70489,                0.71912,                0.47804,                 1.0938,                0.95243,                 1.4042,              0.0011059,              0.0011059,              0.0011059
                     53,                0.88269,                0.67884,                 1.1818,                0.62339,                0.78035,                0.71371,                0.48325,                 1.1071,                0.86883,                 1.3876,              0.0010949,              0.0010949,              0.0010949
                     54,                0.84866,                0.68582,                 1.1638,                0.64659,                0.78844,                0.73243,                0.51404,                 1.0752,                0.91434,                 1.4009,              0.0010839,              0.0010839,              0.0010839
                     55,                0.83951,                0.66833,                  1.161,                0.66496,                0.72525,                0.74239,                0.48826,                 1.1698,                0.99547,                 1.5372,              0.0010729,              0.0010729,              0.0010729
                     56,                0.84843,                0.66305,                 1.1806,                 0.6721,                0.74617,                0.71898,                0.48013,                 1.1105,                0.94794,                 1.4466,              0.0010619,              0.0010619,              0.0010619
                     57,                0.82862,                0.65483,                 1.1612,                0.75883,                0.74958,                0.81217,                0.55477,                 1.0917,                0.82595,                 1.4317,              0.0010509,              0.0010509,              0.0010509
                     58,                0.84747,                0.63905,                 1.1696,                0.66577,                0.75919,                0.75778,                0.52552,                 1.0765,                 1.1072,                 1.4086,              0.0010399,              0.0010399,              0.0010399
                     59,                0.83662,                0.65147,                 1.1692,                0.64712,                0.74891,                0.73066,                0.49038,                 1.1143,                0.89724,                 1.4468,              0.0010289,              0.0010289,              0.0010289
                     60,                0.82186,                0.64696,                 1.1558,                0.71809,                0.75123,                0.76538,                0.50764,                  1.116,                0.86562,                 1.4393,              0.0010179,              0.0010179,              0.0010179
                     61,                0.81652,                0.62671,                 1.1455,                0.68392,                0.76311,                0.76127,                0.52463,                  1.022,                0.93784,                 1.3677,              0.0010069,              0.0010069,              0.0010069
                     62,                 0.8359,                0.63322,                  1.165,                0.75917,                0.67388,                0.78298,                0.53784,                 1.1456,                0.82292,                 1.4696,             0.00099587,             0.00099587,             0.00099587
                     63,                0.80876,                0.62161,                 1.1609,                0.74234,                0.72504,                0.77187,                0.53014,                 1.0952,                0.96761,                 1.4157,             0.00098486,             0.00098486,             0.00098486
                     64,                0.81471,                0.63073,                 1.1475,                0.71902,                0.72367,                0.76594,                0.51026,                 1.1432,                0.90767,                 1.4958,             0.00097386,             0.00097386,             0.00097386
                     65,                0.79049,                0.63624,                 1.1365,                0.73735,                0.74714,                0.75426,                0.52844,                 1.0528,                0.87565,                 1.4119,             0.00096286,             0.00096286,             0.00096286
                     66,                0.80587,                0.63036,                 1.1502,                0.68696,                0.73228,                0.75535,                0.53325,                 1.0465,                0.83192,                 1.4077,             0.00095186,             0.00095186,             0.00095186
                     67,                0.80923,                 0.5948,                 1.1532,                0.67226,                0.69617,                0.72728,                0.48825,                 1.0974,                0.94863,                 1.4568,             0.00094085,             0.00094085,             0.00094085
                     68,                0.79019,                 0.6043,                 1.1288,                0.68742,                 0.7378,                0.75232,                0.52013,                 1.0769,                0.86962,                 1.4416,             0.00092985,             0.00092985,             0.00092985
                     69,                0.78586,                0.59672,                 1.1237,                0.70469,                0.77127,                0.80384,                0.54874,                 1.0312,                0.73801,                 1.3673,             0.00091885,             0.00091885,             0.00091885
                     70,                0.78084,                0.60184,                  1.134,                0.63915,                0.81035,                0.76027,                 0.5083,                 1.0822,                0.80592,                 1.4418,             0.00090785,             0.00090785,             0.00090785
                     71,                0.78702,                0.58343,                 1.1362,                0.74546,                0.75833,                0.76472,                 0.5289,                   1.08,                0.76684,                 1.3843,             0.00089685,             0.00089685,             0.00089685
                     72,                0.79478,                0.61007,                 1.1333,                0.70024,                0.78438,                0.79933,                  0.547,                 1.0658,                0.80683,                 1.3906,             0.00088584,             0.00088584,             0.00088584
                     73,                0.75363,                0.58652,                 1.1115,                0.62928,                 0.7714,                0.71371,                0.48805,                 1.0811,                 1.0082,                 1.3776,             0.00087484,             0.00087484,             0.00087484
                     74,                 0.7669,                0.57405,                 1.1247,                0.57671,                0.77247,                0.67523,                0.45357,                 1.0731,                 1.0797,                 1.3991,             0.00086384,             0.00086384,             0.00086384
                     75,                0.75812,                 0.5705,                 1.1178,                0.69738,                0.80972,                 0.7585,                0.52885,                 1.0679,                0.83455,                 1.3967,             0.00085284,             0.00085284,             0.00085284
                     76,                0.76661,                0.57737,                 1.1191,                0.74038,                0.64553,                 0.7317,                0.49091,                 1.1513,                0.91475,                 1.4548,             0.00084184,             0.00084184,             0.00084184
                     77,                0.76521,                0.57214,                 1.1242,                0.79446,                0.62688,                0.74297,                 0.5028,                  1.141,                0.92753,                 1.4662,             0.00083083,             0.00083083,             0.00083083
                     78,                0.78077,                0.58687,                 1.1387,                0.68117,                0.76238,                0.73635,                0.51653,                 1.0701,                0.89833,                 1.3773,             0.00081983,             0.00081983,             0.00081983
                     79,                0.77216,                0.57388,                 1.1309,                0.61001,                0.77262,                 0.7409,                0.49385,                 1.1333,                0.96388,                 1.4439,             0.00080883,             0.00080883,             0.00080883
                     80,                 0.7574,                 0.5738,                  1.119,                0.72849,                0.74449,                0.77616,                0.53175,                 1.1067,                0.80685,                 1.4191,             0.00079783,             0.00079783,             0.00079783
                     81,                0.73837,                 0.5616,                 1.1095,                0.68674,                0.73519,                0.77758,                0.55213,                 1.0537,                0.81676,                  1.376,             0.00078682,             0.00078682,             0.00078682
                     82,                0.71751,                0.53895,                 1.0913,                0.70575,                0.78776,                0.77898,                0.54967,                 1.0778,                 0.8206,                 1.3896,             0.00077582,             0.00077582,             0.00077582
                     83,                0.74054,                0.55035,                 1.1112,                0.73495,                0.73262,                0.74804,                0.51211,                 1.0771,                0.79249,                   1.39,             0.00076482,             0.00076482,             0.00076482
                     84,                0.75062,                0.55405,                 1.1101,                0.67591,                 0.7873,                0.79017,                0.54231,                 1.0692,                0.77686,                 1.3908,             0.00075382,             0.00075382,             0.00075382
                     85,                0.73292,                0.54374,                 1.1005,                 0.7021,                 0.8139,                 0.7829,                  0.531,                   1.05,                0.81234,                 1.3826,             0.00074282,             0.00074282,             0.00074282
                     86,                0.72861,                0.54515,                 1.1026,                0.70127,                0.71426,                0.76544,                0.53388,                 1.0852,                 0.8432,                 1.4184,             0.00073181,             0.00073181,             0.00073181
                     87,                  0.733,                0.55536,                 1.0925,                0.72639,                0.75681,                0.78222,                0.54153,                 1.0706,                 0.7498,                 1.4426,             0.00072081,             0.00072081,             0.00072081
                     88,                0.72656,                0.53646,                 1.0913,                0.73831,                0.74022,                0.78284,                0.54603,                  1.046,                0.73633,                 1.3782,             0.00070981,             0.00070981,             0.00070981
                     89,                0.70989,                0.51976,                 1.0899,                0.77327,                0.74008,                0.79373,                0.55379,                 1.0463,                0.74056,                 1.3943,             0.00069881,             0.00069881,             0.00069881
                     90,                0.69846,                0.51917,                  1.092,                0.78418,                0.80066,                0.80729,                0.56823,                 1.0424,                0.69423,                  1.372,              0.0006878,              0.0006878,              0.0006878
                     91,                 0.7172,                0.52144,                  1.098,                0.63125,                0.71281,                0.68085,                 0.4738,                 1.1171,                0.98598,                 1.4438,              0.0006768,              0.0006768,              0.0006768
                     92,                0.69671,                0.52127,                 1.0942,                 0.6611,                0.78624,                0.74889,                0.51773,                 1.1026,                0.88787,                 1.4545,              0.0006658,              0.0006658,              0.0006658
                     93,                0.69004,                0.51062,                 1.0795,                0.59137,                0.80199,                0.68759,                0.46724,                 1.0844,                 1.0044,                  1.451,              0.0006548,              0.0006548,              0.0006548
                     94,                0.70744,                0.52476,                 1.0886,                0.72244,                0.76617,                0.76384,                0.53349,                 1.0967,                0.81082,                 1.4294,              0.0006438,              0.0006438,              0.0006438
                     95,                0.68617,                0.50045,                 1.0818,                 0.6863,                0.76975,                0.73547,                0.51874,                 1.0692,                 0.8569,                 1.4275,             0.00063279,             0.00063279,             0.00063279
                     96,                0.68956,                0.51276,                 1.0793,                0.64082,                0.83681,                0.76905,                0.54108,                 1.0528,                0.83747,                 1.4004,             0.00062179,             0.00062179,             0.00062179
                     97,                0.68528,                0.50345,                 1.0696,                0.71165,                0.77164,                0.76563,                0.53219,                 1.0393,                0.77376,                 1.3731,             0.00061079,             0.00061079,             0.00061079
                     98,                0.68913,                 0.5048,                 1.0716,                0.73065,                0.76647,                0.75286,                0.52555,                 1.0503,                0.83708,                 1.4445,             0.00059979,             0.00059979,             0.00059979
                     99,                0.68632,                0.49958,                 1.0728,                0.73447,                0.71538,                0.78735,                0.55659,                  1.038,                0.82548,                 1.4166,             0.00058878,             0.00058878,             0.00058878
                    100,                0.68271,                0.50274,                 1.0708,                0.67195,                0.77229,                0.76715,                0.53629,                 1.0253,                0.90655,                 1.4037,             0.00057778,             0.00057778,             0.00057778
                    101,                 0.6701,                0.50547,                 1.0649,                0.64263,                0.79119,                0.75461,                0.52846,                 1.0624,                0.86607,                 1.4122,             0.00056678,             0.00056678,             0.00056678
                    102,                0.67789,                0.49654,                   1.07,                0.65971,                0.78617,                0.74599,                0.51301,                 1.0369,                0.90778,                 1.4182,             0.00055578,             0.00055578,             0.00055578
                    103,                0.66568,                0.49056,                 1.0659,                0.72094,                0.75128,                0.78786,                0.54161,                 1.0519,                0.83667,                 1.4006,             0.00054478,             0.00054478,             0.00054478
                    104,                0.66653,                0.50167,                  1.074,                0.69513,                0.78652,                0.78287,                0.54205,                 1.0709,                0.83691,                 1.4051,             0.00053377,             0.00053377,             0.00053377
                    105,                 0.6532,                0.47347,                 1.0586,                0.72065,                0.72708,                0.74536,                0.52548,                 1.0855,                0.90349,                 1.4339,             0.00052277,             0.00052277,             0.00052277
                    106,                0.66002,                0.49221,                  1.057,                0.65853,                0.81099,                0.79565,                0.56187,                 1.0452,                0.77065,                 1.4146,             0.00051177,             0.00051177,             0.00051177
                    107,                 0.6749,                0.49044,                 1.0572,                0.61741,                0.80182,                0.73429,                0.51749,                 1.0468,                0.91671,                  1.403,             0.00050077,             0.00050077,             0.00050077
                    108,                0.68798,                0.50167,                 1.0813,                0.75163,                0.76538,                0.77633,                0.55049,                  1.048,                0.82984,                 1.3888,             0.00048976,             0.00048976,             0.00048976
                    109,                0.61061,                0.45847,                 1.0388,                0.77372,                0.72511,                0.78797,                0.55567,                 1.0405,                 0.8168,                 1.3913,             0.00047876,             0.00047876,             0.00047876
                    110,                0.66062,                0.47339,                 1.0646,                0.66993,                0.76582,                 0.7539,                0.53184,                 1.0881,                0.86117,                 1.4374,             0.00046776,             0.00046776,             0.00046776
                    111,                0.63625,                0.45825,                 1.0531,                0.68384,                0.76908,                0.76214,                0.53484,                   1.04,                0.92723,                 1.4155,             0.00045676,             0.00045676,             0.00045676
                    112,                0.63047,                0.46949,                 1.0477,                0.65227,                0.75553,                0.72375,                0.50536,                 1.0617,                0.93991,                 1.4354,             0.00044576,             0.00044576,             0.00044576
                    113,                0.63353,                0.46744,                 1.0455,                0.68884,                0.72716,                0.73987,                 0.5303,                  1.033,                0.94618,                 1.4134,             0.00043475,             0.00043475,             0.00043475
                    114,                0.63355,                0.45952,                 1.0553,                0.68691,                0.68362,                0.68961,                0.49515,                 1.0641,                0.97617,                  1.418,             0.00042375,             0.00042375,             0.00042375
                    115,                0.62651,                0.45552,                 1.0559,                0.66648,                0.78553,                0.74468,                0.51982,                 1.0389,                0.90676,                  1.392,             0.00041275,             0.00041275,             0.00041275
                    116,                0.63521,                0.47496,                 1.0469,                0.72733,                0.71652,                0.74659,                0.51995,                 1.0488,                0.86493,                 1.4304,             0.00040175,             0.00040175,             0.00040175
                    117,                0.63172,                0.45521,                 1.0553,                0.71057,                0.75227,                0.77166,                 0.5391,                 1.0539,                 0.8567,                 1.4286,             0.00039074,             0.00039074,             0.00039074
                    118,                0.62303,                 0.4537,                 1.0433,                 0.7175,                0.77908,                0.77435,                0.53466,                 1.0344,                0.83011,                 1.3897,             0.00037974,             0.00037974,             0.00037974
                    119,                0.60143,                0.43403,                 1.0367,                0.74203,                  0.736,                0.75629,                0.53355,                 1.0331,                0.86502,                 1.3937,             0.00036874,             0.00036874,             0.00036874
                    120,                0.61715,                0.44448,                 1.0423,                0.73224,                0.72106,                0.76035,                0.53994,                 1.0604,                0.87674,                 1.3942,             0.00035774,             0.00035774,             0.00035774
                    121,                0.61866,                0.44022,                 1.0436,                0.69205,                0.72007,                0.72384,                0.51171,                 1.0198,                0.94604,                 1.3728,             0.00034674,             0.00034674,             0.00034674
                    122,                0.60081,                0.43189,                 1.0342,                 0.7066,                0.78617,                0.76912,                0.53932,                 1.0245,                0.79389,                  1.374,             0.00033573,             0.00033573,             0.00033573
                    123,                0.59149,                0.42928,                   1.03,                 0.6708,                0.81092,                0.74269,                 0.5195,                 1.0387,                0.91118,                 1.3933,             0.00032473,             0.00032473,             0.00032473
                    124,                0.61187,                 0.4517,                  1.037,                0.67825,                0.79042,                0.75142,                0.52804,                 1.0369,                 0.8659,                 1.4058,             0.00031373,             0.00031373,             0.00031373
                    125,                0.59489,                0.44127,                 1.0284,                0.67983,                0.77188,                0.74774,                0.52736,                 1.0333,                0.85717,                 1.4166,             0.00030273,             0.00030273,             0.00030273
                    126,                0.60021,                0.43222,                 1.0432,                0.71542,                0.77536,                 0.7451,                0.52001,                 1.0452,                0.85579,                 1.4166,             0.00029172,             0.00029172,             0.00029172
                    127,                 0.5908,                0.42867,                 1.0313,                0.71964,                0.74199,                0.75125,                0.53047,                 1.0184,                 0.8664,                 1.3848,             0.00028072,             0.00028072,             0.00028072
                    128,                0.59005,                0.42523,                 1.0232,                0.69846,                0.76448,                0.76156,                0.52486,                 1.0471,                0.90132,                 1.4172,             0.00026972,             0.00026972,             0.00026972
                    129,                0.60243,                0.42175,                 1.0409,                0.74081,                0.66397,                0.73508,                0.51302,                  1.061,                  1.002,                 1.4464,             0.00025872,             0.00025872,             0.00025872
                    130,                0.60025,                0.41679,                 1.0266,                0.63061,                0.79587,                0.73998,                0.52159,                  1.069,                0.94608,                 1.4729,             0.00024772,             0.00024772,             0.00024772
                    131,                0.58302,                0.41541,                 1.0297,                0.66167,                0.80752,                0.75021,                0.53371,                 1.0487,                0.88893,                 1.4421,             0.00023671,             0.00023671,             0.00023671
                    132,                 0.5895,                0.42359,                 1.0306,                0.73641,                0.74787,                0.77552,                0.54743,                  1.035,                 0.8784,                 1.4273,             0.00022571,             0.00022571,             0.00022571
                    133,                0.58711,                0.43195,                 1.0259,                0.68512,                0.72716,                0.72636,                0.50788,                 1.0393,                 1.0045,                 1.4481,             0.00021471,             0.00021471,             0.00021471
                    134,                0.56807,                0.40787,                 1.0169,                0.76067,                0.70516,                0.75248,                0.51605,                 1.0575,                0.85894,                 1.4606,             0.00020371,             0.00020371,             0.00020371
                    135,                0.56817,                0.41228,                 1.0143,                 0.7175,                0.75671,                0.76497,                0.54678,                 1.0551,                0.86035,                 1.4782,             0.00019271,             0.00019271,             0.00019271
                    136,                0.57282,                0.40794,                 1.0168,                0.72318,                 0.7298,                0.74657,                 0.5324,                 1.0333,                0.89164,                 1.4529,              0.0001817,              0.0001817,              0.0001817
                    137,                0.58214,                0.42265,                 1.0347,                 0.7358,                0.76262,                0.76743,                0.54528,                 1.0526,                0.85849,                 1.4777,              0.0001707,              0.0001707,              0.0001707
                    138,                0.57005,                0.40939,                 1.0245,                0.69909,                0.78489,                 0.7607,                 0.5375,                 1.0672,                0.92777,                 1.4929,              0.0001597,              0.0001597,              0.0001597
                    139,                0.56962,                0.41607,                 1.0193,                0.68901,                0.77844,                0.75222,                0.52028,                 1.0783,                0.91911,                 1.4849,              0.0001487,              0.0001487,              0.0001487
                    140,                0.57174,                 0.4078,                 1.0211,                0.68977,                  0.759,                0.74546,                0.52761,                 1.0705,                0.88977,                 1.4775,             0.00013769,             0.00013769,             0.00013769
                    141,                0.47528,                0.31461,                0.96056,                0.70756,                0.72554,                0.73002,                0.51107,                 1.0784,                0.84273,                 1.5114,             0.00012669,             0.00012669,             0.00012669
                    142,                0.45386,                0.28468,                0.94254,                0.68701,                0.75553,                0.74574,                0.52352,                 1.0778,                 0.8804,                 1.5071,             0.00011569,             0.00011569,             0.00011569
                    143,                0.44756,                0.27762,                0.94166,                0.72499,                0.73489,                0.74314,                0.51909,                  1.076,                0.87667,                 1.5141,             0.00010469,             0.00010469,             0.00010469
                    144,                 0.4406,                0.27058,                0.94525,                0.68429,                0.76001,                0.75842,                0.53327,                 1.0588,                0.85513,                 1.4895,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    145,                 0.4289,                0.26782,                0.93863,                0.66115,                0.82063,                 0.7606,                 0.5398,                 1.0412,                 0.8505,                 1.4665,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    146,                0.43951,                0.27729,                0.94199,                 0.7028,                0.75844,                0.74725,                0.52445,                 1.0346,                0.86814,                 1.4734,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    147,                0.42038,                0.27193,                0.92848,                0.70905,                  0.775,                0.73919,                0.52155,                 1.0508,                0.89783,                 1.4943,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    148,                0.41516,                 0.2613,                0.93263,                0.68973,                0.78553,                0.74512,                0.52945,                 1.0458,                0.86453,                 1.4822,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    149,                0.41542,                0.25957,                0.92876,                0.70891,                0.76042,                0.75268,                0.53532,                 1.0278,                0.86491,                 1.4713,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    150,                0.41645,                0.25623,                0.93372,                0.69556,                0.76502,                0.75081,                0.53545,                 1.0307,                0.87491,                 1.4761,             2.7672e-05,             2.7672e-05,             2.7672e-05
